worker_id,assignment_id,rt,slider_response,raw_stimulus,scenario,comparison,item_type,trial_index,time_elapsed
82,62cb8baf4fbe7c0a2b86ee08,2304,63,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking white wine,like red wine,close competitor,5,47906
45,62cb8baf4fbe7c0a2b86ee08,11639,43,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like soft drinks</b>?",drinking white wine,like soft drinks,other category,1,37955
101,62cb8baf4fbe7c0a2b86ee07,9288,50,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like soft drinks</b>?",drinking white wine,like soft drinks,other category,6,134492
59,62cb8baf4fbe7c0a2b86ee08,17356,17,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Paris</b>?",morning flight to Madrid,want an evening flight to Paris,same category,2,82497
61,62cb8baf4fbe7c0a2b86ee08,3557,100,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lasagna</b>?",pasta arrabiata,like lasagna,same category,10,67624
82,62cb8baf4fbe7c0a2b86ee08,3273,55,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like cool jazz</b>?",bebop jazz,like cool jazz,same category,6,51182
45,62cb8baf4fbe7c0a2b86ee08,6081,100,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like heavy metal</b>?",hard rock,like heavy metal,same category,2,44037
13,62cb8baf4fbe7c0a2b86ee08,10996,61,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Paris</b>?",morning flight to Madrid,want an evening flight to Paris,same category,10,169394
82,62cb8baf4fbe7c0a2b86ee08,4255,48,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Paris</b>?",morning flight to Madrid,want an evening flight to Paris,same category,7,55439
79,62cb8baf4fbe7c0a2b86ee08,9451,35,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Boston</b>?",afternoon flight to Boston,want a morning flight to Boston,close competitor,4,37555
82,62cb8baf4fbe7c0a2b86ee08,2213,44,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Europe</b>?",afternoon flight to Boston,want a morning flight to Europe,other category,8,57654
45,62cb8baf4fbe7c0a2b86ee08,4946,45,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like soft drinks</b>?",drinking tea,like soft drinks,same category,3,48985
59,62cb8baf4fbe7c0a2b86ee08,10322,0,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",pasta arrabiata,like lemon cake,other category,3,92827
79,62cb8baf4fbe7c0a2b86ee08,3916,10,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like horror movies</b>?",cartoons,like horror movies,other category,5,41472
101,62cb8baf4fbe7c0a2b86ee07,10972,50,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking tea,like beer,other category,7,145469
45,62cb8baf4fbe7c0a2b86ee08,4709,0,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like death metal</b>?",bebop jazz,like death metal,other category,4,53695
79,62cb8baf4fbe7c0a2b86ee08,5263,50,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like animation films</b>?",fantasy movies,like animation films,other category,6,46737
59,62cb8baf4fbe7c0a2b86ee08,7878,67,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like raspberry pie</b>?",raspberry cake,like raspberry pie,close competitor,4,100711
79,62cb8baf4fbe7c0a2b86ee08,3282,78,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like soul jazz</b>?",bebop jazz,like soul jazz,same category,7,50021
64,62cb8baf4fbe7c0a2b86ee08,28984,100,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like cool jazz</b>?",bebop jazz,like cool jazz,same category,4,146414
79,62cb8baf4fbe7c0a2b86ee08,2765,50,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking tea,like red wine,other category,8,52787
45,62cb8baf4fbe7c0a2b86ee08,8132,0,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to San Francisco</b>?",afternoon flight to Boston,want an afternoon flight to San Francisco,same category,5,61828
101,62cb8baf4fbe7c0a2b86ee07,13275,21,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like death metal</b>?",bebop jazz,like death metal,other category,8,158749
82,62cb8baf4fbe7c0a2b86ee08,19753,43,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like cheese sandwiches</b>?",raspberry cake,like cheese sandwiches,other category,9,77410
79,62cb8baf4fbe7c0a2b86ee08,7136,54,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to Madrid</b>?",morning flight to Madrid,want an afternoon flight to Madrid,close competitor,9,59925
64,62cb8baf4fbe7c0a2b86ee08,9643,51,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like horror movies</b>?",cartoons,like horror movies,other category,5,156058
45,62cb8baf4fbe7c0a2b86ee08,6391,21,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like pizza</b>?",pasta arrabiata,like pizza,same category,6,68221
79,62cb8baf4fbe7c0a2b86ee08,3347,87,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like pizza</b>?",pasta arrabiata,like pizza,same category,10,63273
82,62cb8baf4fbe7c0a2b86ee08,4139,30,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",pasta arrabiata,like lemon cake,other category,10,81551
59,62cb8baf4fbe7c0a2b86ee08,16088,50,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like doom metal</b>?",bebop jazz,like doom metal,other category,5,116801
45,62cb8baf4fbe7c0a2b86ee08,7648,13,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like film noirs</b>?",fantasy movies,like film noirs,same category,7,75871
64,62cb8baf4fbe7c0a2b86ee08,8855,76,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to Madrid</b>?",morning flight to Madrid,want an afternoon flight to Madrid,close competitor,6,164914
101,62cb8baf4fbe7c0a2b86ee07,15336,35,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like dixieland</b>?",hard rock,like dixieland,other category,9,174091
22,62cb8baf4fbe7c0a2b86ee08,10115,50,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like cheese sandwiches</b>?",raspberry cake,like cheese sandwiches,other category,1,54219
59,62cb8baf4fbe7c0a2b86ee08,8858,62,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like science fiction movies</b>?",fantasy movies,like science fiction movies,close competitor,6,125665
45,62cb8baf4fbe7c0a2b86ee08,6041,0,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Paris</b>?",morning flight to Madrid,want an evening flight to Paris,same category,8,81914
64,62cb8baf4fbe7c0a2b86ee08,8871,53,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",raspberry cake,like pasta al forno,other category,7,173786
45,62cb8baf4fbe7c0a2b86ee08,5284,46,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",raspberry cake,like pasta al forno,other category,9,87200
101,62cb8baf4fbe7c0a2b86ee07,12560,19,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like horror movies</b>?",cartoons,like horror movies,other category,10,186656
45,62cb8baf4fbe7c0a2b86ee08,4678,0,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like horror movies</b>?",cartoons,like horror movies,other category,10,91880
59,62cb8baf4fbe7c0a2b86ee08,11292,22,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Europe</b>?",afternoon flight to Boston,want a morning flight to Europe,other category,7,136962
22,62cb8baf4fbe7c0a2b86ee08,15320,93,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to the United States</b>?",morning flight to Madrid,want a morning flight to the United States,other category,2,69549
59,62cb8baf4fbe7c0a2b86ee08,9140,22,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like soft drinks</b>?",drinking white wine,like soft drinks,other category,8,146107
64,62cb8baf4fbe7c0a2b86ee08,16489,82,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like science fiction movies</b>?",fantasy movies,like science fiction movies,close competitor,8,190276
22,62cb8baf4fbe7c0a2b86ee08,11574,100,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like classic rock</b>?",hard rock,like classic rock,close competitor,3,81127
64,62cb8baf4fbe7c0a2b86ee08,6739,50,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like chocolate cookies</b>?",pasta arrabiata,like chocolate cookies,other category,9,197016
59,62cb8baf4fbe7c0a2b86ee08,9069,33,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like coffee</b>?",drinking tea,like coffee,close competitor,9,155182
22,62cb8baf4fbe7c0a2b86ee08,7061,30,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Europe</b>?",afternoon flight to Boston,want a morning flight to Europe,other category,4,88190
64,62cb8baf4fbe7c0a2b86ee08,6674,84,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like classic rock</b>?",hard rock,like classic rock,close competitor,10,203691
59,62cb8baf4fbe7c0a2b86ee08,7877,50,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like comedies</b>?",cartoons,like comedies,same category,10,163067
22,62cb8baf4fbe7c0a2b86ee08,7009,100,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like animated films</b>?",cartoons,like animated films,close competitor,5,95200
29,62cb8baf4fbe7c0a2b86ee07,20451,52,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to San Francisco</b>?",afternoon flight to Boston,want an afternoon flight to San Francisco,same category,1,75280
22,62cb8baf4fbe7c0a2b86ee08,9410,65,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like science fiction movies</b>?",fantasy movies,like science fiction movies,close competitor,6,104612
22,62cb8baf4fbe7c0a2b86ee08,7124,55,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking white wine,like red wine,close competitor,7,111739
29,62cb8baf4fbe7c0a2b86ee07,15402,16,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like heavy metal</b>?",hard rock,like heavy metal,same category,2,90688
94,62cb8baf4fbe7c0a2b86ee08,12555,65,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like comedies</b>?",cartoons,like comedies,same category,1,49141
94,62cb8baf4fbe7c0a2b86ee08,7365,57,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",raspberry cake,like lemon cake,same category,2,56512
94,62cb8baf4fbe7c0a2b86ee08,8084,50,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking tea,like red wine,other category,3,64600
22,62cb8baf4fbe7c0a2b86ee08,22076,65,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",pasta arrabiata,like pasta al forno,close competitor,8,133817
29,62cb8baf4fbe7c0a2b86ee07,22084,64,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like soul jazz</b>?",bebop jazz,like soul jazz,same category,3,112775
58,62cb8baf4fbe7c0a2b86ee07,8765,78,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like cool jazz</b>?",bebop jazz,like cool jazz,same category,1,23496
94,62cb8baf4fbe7c0a2b86ee08,11936,40,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like doom metal</b>?",bebop jazz,like doom metal,other category,4,76541
22,62cb8baf4fbe7c0a2b86ee08,10342,26,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like doom metal</b>?",bebop jazz,like doom metal,other category,9,144162
58,62cb8baf4fbe7c0a2b86ee07,6754,80,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like pizza</b>?",pasta arrabiata,like pizza,same category,2,30252
29,62cb8baf4fbe7c0a2b86ee07,11533,52,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",pasta arrabiata,like pasta al forno,close competitor,4,124312
58,62cb8baf4fbe7c0a2b86ee07,6151,49,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like thrillers</b>?",cartoons,like thrillers,other category,3,36404
22,62cb8baf4fbe7c0a2b86ee08,10717,50,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking tea,like red wine,other category,10,154882
58,62cb8baf4fbe7c0a2b86ee07,6680,61,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like cartoons</b>?",fantasy movies,like cartoons,other category,4,43085
94,62cb8baf4fbe7c0a2b86ee08,19170,47,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to the United States</b>?",morning flight to Madrid,want an evening flight to the United States,other category,5,95716
58,62cb8baf4fbe7c0a2b86ee07,5159,64,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like whiskey</b>?",drinking white wine,like whiskey,same category,5,48245
29,62cb8baf4fbe7c0a2b86ee07,17629,15,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like cheese sandwiches</b>?",raspberry cake,like cheese sandwiches,other category,5,141944
94,62cb8baf4fbe7c0a2b86ee08,7021,44,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Boston</b>?",afternoon flight to Boston,want a morning flight to Boston,close competitor,6,102742
58,62cb8baf4fbe7c0a2b86ee07,7895,65,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Boston</b>?",afternoon flight to Boston,want a morning flight to Boston,close competitor,6,56142
94,62cb8baf4fbe7c0a2b86ee08,6028,50,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",pasta arrabiata,like lemon cake,other category,7,108776
58,62cb8baf4fbe7c0a2b86ee07,4933,78,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to Madrid</b>?",morning flight to Madrid,want an afternoon flight to Madrid,close competitor,7,61075
29,62cb8baf4fbe7c0a2b86ee07,13212,5,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking white wine,like beer,same category,6,155160
94,62cb8baf4fbe7c0a2b86ee08,4884,42,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like bebop jazz</b>?",hard rock,like bebop jazz,other category,8,113664
58,62cb8baf4fbe7c0a2b86ee07,6145,37,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like soda</b>?",drinking tea,like soda,same category,8,67221
24,62cb8baf4fbe7c0a2b86ee07,7819,76,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like cool jazz</b>?",bebop jazz,like cool jazz,same category,1,20101
94,62cb8baf4fbe7c0a2b86ee08,5078,59,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like adventure movies</b>?",fantasy movies,like adventure movies,same category,9,118746
58,62cb8baf4fbe7c0a2b86ee07,5749,51,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like cheese sandwiches</b>?",raspberry cake,like cheese sandwiches,other category,9,72971
24,62cb8baf4fbe7c0a2b86ee07,4528,78,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like raspberry pie</b>?",raspberry cake,like raspberry pie,close competitor,2,24634
94,62cb8baf4fbe7c0a2b86ee08,6026,60,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking white wine,like beer,same category,10,124777
58,62cb8baf4fbe7c0a2b86ee07,4868,64,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like classic rock</b>?",hard rock,like classic rock,close competitor,10,77840
24,62cb8baf4fbe7c0a2b86ee07,4460,3,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like musicals</b>?",cartoons,like musicals,same category,3,29097
18,62cb8baf4fbe7c0a2b86ee07,21751,50,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",raspberry cake,like lemon cake,same category,1,56519
29,62cb8baf4fbe7c0a2b86ee07,19078,0,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like cartoons</b>?",fantasy movies,like cartoons,other category,7,174240
24,62cb8baf4fbe7c0a2b86ee07,6412,72,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like cartoons</b>?",fantasy movies,like cartoons,other category,4,35513
103,62cb8baf4fbe7c0a2b86ee07,15141,49,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like dixieland</b>?",hard rock,like dixieland,other category,1,33594
92,62cb8baf4fbe7c0a2b86ee08,19082,68,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like thrillers</b>?",cartoons,like thrillers,other category,1,50757
18,62cb8baf4fbe7c0a2b86ee07,13248,38,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like death metal</b>?",bebop jazz,like death metal,other category,2,69773
24,62cb8baf4fbe7c0a2b86ee07,9951,12,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Los Angeles</b>?",afternoon flight to Boston,want an evening flight to Los Angeles,same category,5,45468
103,62cb8baf4fbe7c0a2b86ee07,9942,50,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking tea,like red wine,other category,2,43537
29,62cb8baf4fbe7c0a2b86ee07,14349,54,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to the United States</b>?",morning flight to Madrid,want a morning flight to the United States,other category,8,188592
18,62cb8baf4fbe7c0a2b86ee07,7749,50,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",pasta arrabiata,like lemon cake,other category,3,77527
24,62cb8baf4fbe7c0a2b86ee07,8860,50,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like soft drinks</b>?",drinking tea,like soft drinks,same category,6,54333
103,62cb8baf4fbe7c0a2b86ee07,11124,38,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like coffee</b>?",drinking white wine,like coffee,other category,3,54662
92,62cb8baf4fbe7c0a2b86ee08,14782,42,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like cool jazz</b>?",bebop jazz,like cool jazz,same category,2,65542
18,62cb8baf4fbe7c0a2b86ee07,7675,34,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like dixieland</b>?",hard rock,like dixieland,other category,4,85206
24,62cb8baf4fbe7c0a2b86ee07,5996,19,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",pasta arrabiata,like lemon cake,other category,7,60333
29,62cb8baf4fbe7c0a2b86ee07,14653,0,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like horror movies</b>?",cartoons,like horror movies,other category,9,203248
103,62cb8baf4fbe7c0a2b86ee07,5057,79,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like soul jazz</b>?",bebop jazz,like soul jazz,same category,4,59719
24,62cb8baf4fbe7c0a2b86ee07,4599,93,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like power metal</b>?",hard rock,like power metal,same category,8,64937
103,62cb8baf4fbe7c0a2b86ee07,4165,71,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",raspberry cake,like lemon cake,same category,5,63885
18,62cb8baf4fbe7c0a2b86ee07,8227,18,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like soda</b>?",drinking tea,like soda,same category,5,93438
24,62cb8baf4fbe7c0a2b86ee07,4820,29,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking white wine,like beer,same category,9,69761
103,62cb8baf4fbe7c0a2b86ee07,4836,91,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lasagna</b>?",pasta arrabiata,like lasagna,same category,6,68721
17,62cb8baf4fbe7c0a2b86ee07,5738,56,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Los Angeles</b>?",afternoon flight to Boston,want an evening flight to Los Angeles,same category,1,17107
24,62cb8baf4fbe7c0a2b86ee07,6551,10,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Berlin</b>?",morning flight to Madrid,want a morning flight to Berlin,same category,10,76317
17,62cb8baf4fbe7c0a2b86ee07,3163,60,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like heavy metal</b>?",hard rock,like heavy metal,same category,2,20271
18,62cb8baf4fbe7c0a2b86ee07,8756,100,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like animated films</b>?",cartoons,like animated films,close competitor,6,102200
29,62cb8baf4fbe7c0a2b86ee07,15989,80,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like coffee</b>?",drinking tea,like coffee,close competitor,10,219240
103,62cb8baf4fbe7c0a2b86ee07,8713,34,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Berlin</b>?",morning flight to Madrid,want a morning flight to Berlin,same category,7,77435
17,62cb8baf4fbe7c0a2b86ee07,3673,38,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like soda</b>?",drinking tea,like soda,same category,3,23945
17,62cb8baf4fbe7c0a2b86ee07,4186,26,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like horror movies</b>?",cartoons,like horror movies,other category,4,28132
103,62cb8baf4fbe7c0a2b86ee07,6020,67,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to San Francisco</b>?",afternoon flight to Boston,want an afternoon flight to San Francisco,same category,8,83456
18,62cb8baf4fbe7c0a2b86ee07,10427,50,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like film noirs</b>?",fantasy movies,like film noirs,same category,7,112631
17,62cb8baf4fbe7c0a2b86ee07,2855,77,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lasagna</b>?",pasta arrabiata,like lasagna,same category,5,30988
17,62cb8baf4fbe7c0a2b86ee07,2923,59,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like coffee</b>?",drinking white wine,like coffee,other category,6,33912
17,62cb8baf4fbe7c0a2b86ee07,2170,77,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like chocolate cookies</b>?",raspberry cake,like chocolate cookies,same category,7,36083
103,62cb8baf4fbe7c0a2b86ee07,7031,100,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like adventure movies</b>?",fantasy movies,like adventure movies,same category,9,90488
17,62cb8baf4fbe7c0a2b86ee07,2665,18,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like film noirs</b>?",fantasy movies,like film noirs,same category,8,38749
103,62cb8baf4fbe7c0a2b86ee07,4023,100,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like animated films</b>?",cartoons,like animated films,close competitor,10,94511
18,62cb8baf4fbe7c0a2b86ee07,9923,33,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking white wine,like red wine,close competitor,8,122558
17,62cb8baf4fbe7c0a2b86ee07,3073,5,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like death metal</b>?",bebop jazz,like death metal,other category,9,41823
17,62cb8baf4fbe7c0a2b86ee07,5588,36,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to the United States</b>?",morning flight to Madrid,want an evening flight to the United States,other category,10,47412
90,62cb8baf4fbe7c0a2b86ee08,9172,0,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking white wine,like beer,same category,1,30138
2,62cb8baf4fbe7c0a2b86ee07,13428,89,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like cool jazz</b>?",bebop jazz,like cool jazz,same category,1,43720
